V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q47,Q35,Q35_TEXT,Q25,Q31,Q32,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_6_TEXT,Q30_7,Q30_8,Q39,Q43,Q50_4,Q50_5,Q50_6,Q50_7,Q50_8,Q50_9,Q50_10,Q50_11,Q50_16,Q22_1,Q22_2,Q22_3,Q22_5,Q22_5_TEXT,Q1,Q40_1,Q40_2,Q40_3,Q48_1,Q48_2,Q48_3,Q26,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q34_7,Q34_7_TEXT,Q44,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_10,Q36_11,Q27,Q49,Q45,Q21_Tool_Count,Q21,Q41,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_7_TEXT,Q20,Q50_1,Q50_2,Q50_3,Q50_4,Q50_5,Q50_6,LocationLatitude,LocationLongitude,LocationAccuracy,
R_2v0uxbSJ0irfoWS,Default Response Set,Anonymous,,,106.185.42.156,0,8/15/16 10:03,8/15/16 10:04,0,1,1,,2,2,3,1,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2AQB9sLLJDksc90,Default Response Set,Anonymous,,,74.202.210.82,0,8/22/16 12:25,8/22/16 12:47,1,1,1,,6,2,2,1,,,1,,,,,1,5,1,37,39,40,38,40,37,36,36,38,1,,,,,1,1,2,4,,,,3,,,,,,,,1,16,16,16,13,17,16,16,13,13,15,2,,1,5,"sourcetree, kaleidoscope.app, beyondcompare, macvim, vimdiff",2,26,25,24,23,25,26,,,3,1,4,5,4,4,1,47.61030579,-122.3340988,-1,
R_SVLHePbrd3zzMS5,Default Response Set,Anonymous,,,93.236.130.245,0,8/22/16 12:36,8/22/16 12:50,1,1,1,,2,3,4,1,,,1,,,,,,2,1,39,40,38,38,37,37,37,38,39,,,1,,,1,2,3,4,,,,3,,,,,,,,1,17,16,15,14,15,14,16,16,13,17,1,"The dependency required Java 8 but our older release branch is Java 7, so that change could not be backported although we would have liked to do so.",1,4,"I just use standard VCS markers, edit the conflicts with a text editor and resolve them. My IDE helps to navigate to the conflicts. That's all. /  / If I require more history than just the base version, I use emacs' handy vc-region-history which shows all versions of a region of text in a file.",1,25,25,24,24,25,25,,,4,4,3,3,1,4,3,50.46670532,7.833297729,-1,
R_3lDLGpqDn8gM6CL,Default Response Set,Anonymous,,,72.94.165.218,0,8/22/16 12:18,8/22/16 12:50,1,1,1,,2,2,3,1,1,,1,,,,,1,5,1,39,39,39,37,38,37,36,39,39,,,1,,,1,2,4,5,,,,3,,,,,,,,1,17,16,14,14,15,13,16,15,15,15,1,,1,2,"git, vim",1,25,25,24,23,23,25,,,4,1,1,2,2,3,1,39.92390442,-75.62030029,-1,
R_12lh6gsxfl75tUS,Default Response Set,Anonymous,,,216.103.134.250,0,8/22/16 13:00,8/22/16 13:20,1,1,1,,4,2,5,1,1,,,,,,1,1,2,1,38,38,39,38,39,39,39,40,40,,,1,,,2,,,,1,2,4,1,,1,1,1,,,,1,17,17,15,15,15,15,14,14,14,17,,,1,1,My IDE (Intellij IDEA),3,26,26,25,25,24,23,,,4,2,2,3,4,3,2,34.07640076,-118.2626038,-1,
R_3Nw7DE3aUcE5wEy,Default Response Set,Anonymous,,,129.74.200.176,0,8/22/16 13:20,8/22/16 13:27,1,1,1,,4,1,2,1,1,,1,1,,,1,1,5,1,37,39,39,38,40,36,36,37,39,1,1,,,,1,1,2,4,,,,3,,,,,,,,1,17,17,15,13,14,14,16,17,13,16,2,,1,4,git diff / Atom text editor / git history / git bisect,2,26,25,25,23,25,26,,,4,2,4,4,2,4,2,41.70069885,-86.25009918,-1,
R_1gMgJe76noMUWT1,Default Response Set,Anonymous,,,199.188.193.177,0,8/22/16 13:35,8/22/16 13:39,1,1,5,,2,1,5,1,1,,,1,,,1,,2,1,36,38,40,36,37,37,37,38,39,,,1,,,1,1,2,4,,,,3,,,,,,,,1,15,17,14,14,15,14,15,15,14,17,1,,1,3,"Sublime Text (text editor) / gitx (git visualizer) / Chrome (browser, to view code reviews) / ",2,26,24,26,23,25,25,,,3,1,3,4,5,3,1,37.75869751,-122.4380951,-1,
R_3JJ0zhxvykbMvj9,Default Response Set,Anonymous,,,100.0.196.213,0,8/22/16 13:36,8/22/16 13:41,1,1,1,,2,2,2,1,,,,1,,,,,5,1,39,39,38,38,38,37,37,37,37,,,1,,,1,1,2,4,,,,3,,,,,,,,1,15,16,14,14,15,14,14,14,15,14,1,"A new feature that used a new ruby gem, however that ruby gem was not usable with an older version of rails. So a large amount of effort (upgrading rails) would be required for the backport.",1,3,"git-gui, vim, and github's PR interface",2,26,26,26,26,25,26,,,5,2,2,2,3,2,2,42.41659546,-71.14689636,-1,
R_1GPUx75bQX8njiT,Default Response Set,Anonymous,,,92.8.41.206,0,8/22/16 14:00,8/22/16 14:08,1,1,1,,6,3,2,1,,,1,,,,,1,5,1,38,40,40,37,38,37,36,36,37,1,,,,,1,1,2,3,,,,3,,,,,,,,1,17,15,17,15,17,13,13,13,14,15,1,Cannot backport feature X because it depends on Y2. /  / Backported version W depends on Y1 and cannot be updated without significant modification. Thus W cannot be packported.,1,1,WebStorm has an amazing conflict resolution tool and is able to provide full linting and intellisense of the partially merged file to show impact of the changes. Displays the final and conflicting lines clearly/,3,26,25,24,24,23,25,,,4,4,5,4,5,3,1,51.5,-0.066696167,-1,
R_9N5MO0X4wpg4y4h,Default Response Set,Anonymous,,,118.92.76.93,0,8/22/16 13:57,8/22/16 14:08,1,1,1,,3,1,1,1,,,,,,,,,5,1,38,38,40,38,39,37,38,40,40,1,,,,,2,,,,1,2,3,1,,,1,,,,,1,14,17,15,16,16,15,13,15,14,16,,,1,2,"Regular text-editor, FileMerge.app",2,26,24,25,24,23,26,,,5,4,4,3,4,4,4,-45.89619446,170.5368042,-1,
R_9B6iv38YltaQudj,Default Response Set,Anonymous,,,62.31.82.152,0,8/22/16 14:04,8/22/16 14:09,1,1,1,,2,2,2,1,1,1,1,1,,,1,1,1,1,37,37,37,37,37,,37,37,39,,1,,,,1,,,,,,,3,,,,,,,,1,15,16,14,13,15,15,14,15,17,14,2,,1,,,1,26,25,25,25,25,25,,,4,2,2,3,3,2,3,51.41209412,-2.611999512,-1,
R_DuRsUbuj0qVnxfj,Default Response Set,Anonymous,,,65.204.229.11,0,8/22/16 14:10,8/22/16 14:15,1,1,1,,2,3,2,1,,,,,,,,,2,1,39,40,40,37,39,37,37,39,40,1,1,1,,,1,2,4,5,,,,1,,1,1,,,,,1,15,17,14,15,16,16,16,17,14,16,,,1,2,"diff-so-fancy, atom",1,26,24,24,22,23,25,,,3,4,5,4,2,2,2,37.75100708,-97.8219986,-1,
R_1oIsAexYkXkafjv,Default Response Set,Anonymous,,,52.32.38.191,0,8/22/16 14:14,8/22/16 14:23,1,1,1,,5,3,2,1,1,,1,1,,,1,1,5,1,36,37,38,36,36,36,36,36,39,,,1,,,3,,,,,,,3,,,,,,,,1,17,17,17,14,17,17,16,16,13,17,1,dep breaking changes,1,2,"kalidascope, tower",1,26,26,26,26,26,26,22,,5,1,5,5,3,5,1,45.86959839,-119.6880035,-1,
R_8umBpDwRu0Ry4ZX,Default Response Set,Anonymous,,,212.28.79.69,0,8/22/16 14:37,8/22/16 14:55,1,1,1,,2,2,2,1,,1,,1,,,1,,4,1,38,38,37,37,38,38,37,37,37,,,1,,,1,1,3,4,,,,3,,,,,,,,1,16,16,14,16,16,17,16,15,16,15,1,,1,4,"git / gitk / Total Commander (Search, Compare, View) / Editor (Sublime, NPP)",1,26,26,24,23,24,25,,,4,2,4,5,5,4,3,47.00559998,28.85749817,-1,
R_XYUn6WNwlQUA1Sp,Default Response Set,Anonymous,,,41.248.134.117,0,8/22/16 15:24,8/22/16 15:30,1,1,1,,3,1,4,,,,1,,,,,,1,1,38,38,38,38,38,37,37,37,40,,,1,,,3,,,,,,,3,,,,,,,,1,15,16,17,14,16,16,16,15,15,15,2,,1,1,Jetbrains idea,2,23,25,26,26,26,24,,,3,4,3,3,2,4,3,35.78059387,-5.813598633,-1,
R_2S3lJss6Ja2Gq56,Default Response Set,Anonymous,,,72.219.176.223,0,8/22/16 15:24,8/22/16 15:35,1,1,1,,6,2,2,1,,,,1,,,1,,3,1,38,38,38,38,38,38,37,38,38,1,,,,,1,1,2,4,,,,1,,,1,1,,,,1,15,15,15,15,16,14,16,15,14,15,1,"A feature that I backported depended on an additional gem, but that gem required versions of other gems that conflicted with other gems that depended on the same gems. In other words: /  / Existing gem ""A"" depended on gem ""C"" version x / New gem ""B"" depended on gem ""C"" version y",1,2,"GIT produces a file with both versions of the conflicting merge. I then either determine that one or the other is to be used, or I edit the combined file to reflect both changes. Tower, which is a GUI for GIT, can also show me the two files side-by-side. However, the use of ""ours"" and ""theirs"" is confusing.",1,25,25,24,24,24,24,,,4,4,3,4,4,4,2,33.42280579,-117.6201019,-1,
R_NUPYdWPcgsJdwsx,Default Response Set,Anonymous,,,68.46.102.189,0,8/22/16 15:40,8/22/16 15:45,1,1,1,,2,2,2,1,,,,,,,,,2,1,40,40,38,40,39,39,37,40,39,,,1,,,1,1,3,4,,,,3,,,,,,,,1,15,16,14,14,14,14,13,16,14,16,,,1,1,Git cli,2,26,24,24,24,24,25,24,,2,2,3,2,2,2,2,44.9355011,-93.25050354,-1,
R_AcEQP6vHQIWpnWh,Default Response Set,Anonymous,,,75.173.102.200,0,8/22/16 15:56,8/22/16 16:00,1,1,1,,3,2,4,1,1,1,,,1,Chief Technology Officer,1,1,2,1,38,40,40,38,40,36,37,38,40,1,,,,,1,2,3,4,,,,3,,,,,,,,1,15,17,14,14,15,14,16,16,17,17,,,1,4,"gitx, git, vim, github",2,26,26,25,24,24,26,,,3,2,2,2,4,4,2,35.2467041,-106.7231979,-1,
R_2qga6PFmJjnsAig,Default Response Set,Anonymous,,,50.1.124.10,0,8/22/16 15:52,8/22/16 16:01,1,1,1,,3,1,4,1,1,,1,1,,,1,1,2,1,38,37,39,37,39,38,38,39,40,,1,1,,,2,,,,2,3,4,2,,1,1,1,,,,1,17,16,17,16,16,14,15,14,15,17,1,,1,6,"GitHub, git, `git gui blame`, GitUp (http://gitup.co/), P4Merge, text editor.",1,26,25,24,23,24,25,,,4,3,5,2,5,5,1,37.77490234,-122.4194031,-1,
R_1lsqWowQUxtsgXX,Default Response Set,Anonymous,,,206.252.203.38,0,8/22/16 16:46,8/22/16 16:49,1,1,1,,2,2,4,1,1,,,1,,,1,1,3,1,37,39,39,38,38,38,38,38,40,1,,,,,1,2,3,4,,,,3,,,,,,,,1,16,16,14,14,14,14,13,16,16,16,2,,1,1,Text editor,1,24,24,24,24,24,24,24,,2,2,2,2,2,2,2,40.72140503,-74.00520325,-1,
R_10TP7JSSAZRgmSz,Default Response Set,Anonymous,,,109.252.75.155,0,8/22/16 17:17,8/22/16 17:21,1,1,1,,5,3,2,1,1,,,,,,,,5,1,37,38,38,37,37,36,37,37,39,1,1,1,,,3,,,,,,,1,1,1,1,1,,,,1,16,15,14,15,15,14,13,14,15,15,,,1,1,vim,1,25,24,25,23,23,26,,,2,4,5,4,1,2,3,55.7519989,37.61500549,-1,
R_3kMrIr0u8T2E7L7,Default Response Set,Anonymous,,,90.55.100.57,0,8/22/16 17:18,8/22/16 17:37,1,1,1,,3,3,3,1,,,1,,,,1,1,2,1,39,39,40,38,39,37,37,36,38,1,1,1,,,2,,,,2,3,4,3,,,,,,,,1,17,16,15,16,15,14,16,15,15,17,2,,1,4,"vim, git for simple /  / If too complex I switch to either github, sourcetree",1,26,25,24,22,23,24,,,4,4,4,3,5,5,4,45.96479797,0.702301025,-1,
R_2qpA1X5B1RxF4xj,Default Response Set,Anonymous,,,2.108.173.69,0,8/22/16 23:49,8/22/16 23:56,1,1,1,,4,3,3,1,,,,,,,,,4,1,36,37,38,37,37,36,37,37,37,,,1,,,2,,,,2,3,3,3,,,,,,,,1,14,14,13,14,15,14,15,15,14,14,,,1,4,"Emacs, Android Studio, shell, git",2,25,25,24,24,23,25,,,4,4,2,3,1,2,3,55.66670227,12.58329773,-1,
R_3O7Wzo3XL1ZR2HS,Default Response Set,Anonymous,,,82.54.178.168,0,8/23/16 4:37,8/23/16 4:55,1,1,1,,2,2,1,1,,,1,,,,,,2,1,37,38,39,37,38,39,39,38,38,,,1,,,1,1,2,3,,,,1,1,,,1,1,,,1,16,16,15,16,14,13,17,16,16,15,2,,1,1,I use the plain git merge without any automated tool,2,23,23,23,24,24,23,,,4,4,3,3,2,3,4,45.57069397,11.57470703,-1,
R_1jAL9apLqaKADyR,Default Response Set,Anonymous,,,103.25.231.101,0,8/16/16 4:56,8/16/16 4:57,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3g5AwwbMaAjki4N,Default Response Set,Anonymous,,,177.81.8.183,0,8/23/16 5:05,8/23/16 5:13,1,1,1,,2,2,4,1,,,,,,,1,1,5,1,37,37,38,37,38,38,37,37,38,1,,1,,,2,,,,2,2,4,2,,1,1,1,,,,1,16,16,15,17,17,16,16,17,16,16,,,1,2,"Vim diff, tig",1,26,25,26,25,25,24,26,,4,4,4,4,3,3,4,-23.47329712,-46.665802,-1,
R_2PgP0fWRfueQtF8,Default Response Set,Anonymous,,,38.140.133.131,0,8/23/16 9:22,8/23/16 9:28,1,1,1,,1,2,3,1,,,,,,,,,5,1,36,39,40,40,40,36,36,38,39,1,,,,,1,1,2,3,,,,3,,,,,,,,1,17,16,13,16,14,14,14,17,17,17,,,1,3,"SourceTree, SublimeText, terminal",2,25,25,25,24,23,26,,,5,5,4,4,4,3,3,37.74839783,-122.4156036,-1,
R_2TEF2MZky8aq4wr,Default Response Set,Anonymous,,,98.164.217.145,0,8/16/16 10:01,8/16/16 10:03,0,1,2,,5,3,3,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1hDMKoDAciC7gfm,Default Response Set,Anonymous,,,68.82.208.230,0,8/16/16 10:49,8/16/16 10:50,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1M93GvT9B5gxLnf,Default Response Set,Anonymous,,,90.192.168.125,0,8/23/16 11:31,8/23/16 11:41,1,1,1,,2,2,2,1,,,,,,,,,2,1,37,38,39,38,39,37,40,38,39,1,,,,,1,2,3,5,,,,2,1,1,,,1,,,1,16,15,14,14,16,15,14,15,15,16,,,1,4,Code editor / Diff visualisation tool / Browser / Testing environment,2,25,24,25,23,22,24,,,2,2,4,4,4,3,2,51.3500061,-0.149993896,-1,
R_1r8sSdtJExBgyI4,Default Response Set,Anonymous,,,46.7.232.179,0,8/16/16 12:29,8/16/16 12:29,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1LjPq7yYm9CsaW6,Default Response Set,Anonymous,,,189.62.242.225,0,8/16/16 8:44,8/16/16 13:24,0,1,1,,1,2,1,1,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1QJTglM6u7HimCo,Default Response Set,Anonymous,,,69.255.16.103,0,8/16/16 13:36,8/16/16 13:38,0,1,1,,6,2,5,1,1,,,1,1,Enterprise Architect,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2DSIrHkPSx1mQT2,Default Response Set,Anonymous,,,68.101.221.11,0,8/23/16 13:56,8/23/16 14:06,1,1,1,,4,3,2,1,1,1,1,1,,,1,1,6,1,40,39,38,39,40,37,39,39,40,1,1,1,,,2,,,,1,3,5,2,,1,,1,,,,1,15,17,15,16,16,15,16,17,16,16,1,"Some libraries or code syntax demands a higher version of interpreter, and sometimes it cannot be polyfilled. And often times a polyfill will have different behavior -- even ever so slightly -- causing tests to fail in some cases and not others. In that situation, fixing the backport may break the intended use cases.",1,7,"git, diff, grep, atom/vim, github/gitlab",3,25,24,24,24,24,26,,,3,2,4,5,5,4,3,32.74479675,-117.1701965,-1,
R_1rC8GPnvyJeUwlJ,Default Response Set,Anonymous,,,208.54.39.236,0,8/16/16 17:29,8/16/16 17:30,0,1,2,,3,1,2,,,,,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3OriPvzQLjbFnau,Default Response Set,Anonymous,,,216.239.45.130,0,8/16/16 22:22,8/16/16 22:25,0,1,1,,1,3,3,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3EXY1DHsIW40GDV,Default Response Set,Anonymous,,,49.248.92.151,0,8/24/16 0:10,8/24/16 0:37,1,1,1,,2,2,5,1,,,,,,,,,1,1,38,38,38,37,37,37,37,37,39,1,,1,1,"It all depend on complexity of code which is conflicting.suppose there is a file f1, which is having 3-4 conflicting blocks with the file f1 in other codeline. Now if there are major changes in the file in current codeline on top of which we have done few changes with CL1 , now I needs to merge the CL1 from this branch to other, there will be lots of conflicts. And I needs to spend lot of time in terms of resolving conflict, because I dont want to end up in shipping complete file in other branch, because it may have other dependancies which I am not aware of. Sometime if comflict is huge, We cannot trust merge, and we have to perform manual coding to achieve same results.",1,2,3,5,,,,2,1,,1,1,,1,"Coding is done with different geographical locations and there is no ownerahip of code, everyone needs to work on everything. So somewhere we loose the responsibility of maintaining coding standards. There are pressures of fixing bugs which are managed by different teams, and there is huge pressure of maintaing ETA's and SLA's.",1,17,15,14,16,15,15,14,17,17,17,,,1,2,"I can't share code version management tool details, but in process we get the files tagged with conflicting blocks, and using notepad++ we can easily decide which code block to keep, and which one to remove, but this is possible only for small conflicts.",3,23,23,23,22,22,22,23,,3,2,3,4,1,5,5,18.53329468,73.86669922,-1,
R_1oI3BHTmE0v7PPz,Default Response Set,Anonymous,,,82.103.64.92,0,8/24/16 5:09,8/24/16 5:14,1,1,1,,3,2,4,1,,,,,,,,1,3,1,37,39,39,39,37,38,40,39,40,1,1,,,,2,,,,1,2,4,2,1,1,1,,,,,1,17,17,16,15,16,16,17,17,16,16,,,1,,,,,,,,,,,,,,,,,,,42.68330383,23.31669617,-1,
R_2DSwyNpm8OaG1p8,Default Response Set,Anonymous,,,128.170.224.11,0,8/17/16 7:14,8/17/16 7:16,0,1,1,,4,2,2,,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_10w1lv5mM3J4bSe,Default Response Set,Anonymous,,,65.60.67.10,0,8/17/16 12:15,8/17/16 12:16,0,1,1,,2,2,2,1,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2Se3UnT6OYESFc0,Default Response Set,Anonymous,,,104.132.34.104,0,8/24/16 15:15,8/24/16 15:19,1,1,1,,6,2,2,1,,1,,,,,1,1,4,1,39,38,40,39,39,37,38,38,38,1,,,,,2,,,,1,2,4,3,,,,,,,,1,15,16,16,17,15,15,17,16,17,16,,,1,3,text editors / emacs emerge / git,2,25,25,25,23,24,25,,,3,3,4,3,4,3,3,40.64509583,-73.94499969,-1,
R_3VLB9t7TIow4raZ,Default Response Set,Anonymous,,,108.2.148.153,0,8/17/16 20:40,8/17/16 20:40,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3G6uHXs0VGTgiN4,Default Response Set,Anonymous,,,82.212.220.252,0,8/17/16 23:51,8/17/16 23:52,0,1,1,,1,1,2,1,,1,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2YAne3h5iWedqAB,Default Response Set,Anonymous,,,212.51.155.234,0,8/18/16 0:57,8/18/16 0:59,0,1,1,,4,3,2,1,1,,1,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2Ytu5aCItjMb2Nv,Default Response Set,Anonymous,,,76.103.244.155,0,8/25/16 1:46,8/25/16 1:51,1,1,1,,2,3,2,1,,,1,,,,,,1,1,39,39,40,38,38,39,38,39,39,,,1,,,1,2,3,4,,,,3,,,,,,,,1,17,16,16,15,15,15,17,15,14,17,1,,1,2,"sometimes I rebase one branch onto another and then reset. While rebasing, I look at the patch in .git/rebase/patch",1,26,25,25,24,24,25,,,4,2,2,2,2,4,2,37.86579895,-122.2750015,-1,
R_W83grVFfw9LWuqd,Default Response Set,Anonymous,,,94.231.132.213,0,8/18/16 4:00,8/18/16 4:13,0,1,1,,2,2,2,1,1,1,1,1,,,1,1,2,1,37,38,38,37,38,38,38,38,39,1,1,,,,2,,,,1,2,3,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1rcgPc8CcWAavYb,Default Response Set,Anonymous,,,130.221.224.7,0,8/18/16 13:39,8/18/16 13:40,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_DBnOIxD8NKauCat,Default Response Set,Anonymous,,,204.14.239.106,0,8/25/16 14:13,8/25/16 14:17,1,1,1,,3,1,1,1,1,1,,,,,1,1,5,1,,38,39,38,39,38,39,38,38,,,1,,,1,2,3,4,,,,3,,,,,,,,1,16,16,14,15,14,14,16,16,16,16,,,1,1,Mostly just the standard git toolset,1,24,24,23,23,23,23,,,4,1,3,3,1,3,1,37.77490234,-122.4194031,-1,
R_1QAc8XHkUYGpmHo,Default Response Set,Anonymous,,,130.221.224.7,0,8/18/16 19:18,8/18/16 19:29,0,1,1,,6,2,5,1,1,,,,1,Technical Oversight,1,1,8,1,38,39,40,38,38,37,39,38,39,,,1,1,Number of impacted interfaces / Number/degree of changes in data representations / Number of situations where different algorithms are used to solve the same problem,1,2,3,4,,,,2,,1,,1,,,,1,16,17,16,16,16,16,16,17,16,16,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_wTyFJYpYmnkv79v,Default Response Set,Anonymous,,,104.7.14.59,0,8/19/16 12:09,8/19/16 12:10,0,1,1,,1,2,5,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2zCqTSKnDOxVtEx,Default Response Set,Anonymous,,,163.252.254.202,0,8/26/16 11:55,8/26/16 12:37,1,1,2,,5,2,3,1,1,,1,1,,,,1,7,1,40,37,39,38,39,36,38,37,38,,,,1,function points or story points,2,,,,2,3,4,3,,,,,,,,1,16,14,14,16,14,13,16,15,15,15,1,rolling back is not possible when live data plays into it.  If there is a hot back up it works but is tricky.  When there is no hot back up it cannot be done.,1,1,Jira, ClearQuest/ClearCase,3,25,24,25,23,23,25,,,3,3,3,4,4,3,3,38.87910461,-77.37660217,-1
R_31mfefN22Ni6VfX,Default Response Set,Anonymous,,,76.220.24.130,0,8/27/16 1:06,8/27/16 1:11,1,1,1,,2,3,4,,,,,,,,,1,2,1,38,38,38,37,38,37,38,37,38,1,1,1,,,2,,,,2,3,4,3,,,,,,,,1,17,17,17,16,15,17,16,15,15,16,,,1,1,git diff,2,24,24,24,24,24,23,,,5,3,4,4,5,5,3,37.76069641,-122.4841995,-1,
R_ApOZzK49gQoC8sp,Default Response Set,Anonymous,,,99.153.203.161,0,8/22/16 12:22,8/22/16 12:23,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1Qoy5uUjVuhB3UG,Default Response Set,Anonymous,,,67.160.71.248,0,8/22/16 12:20,8/22/16 12:37,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_27QzN0kzQ3fqJct,Default Response Set,Anonymous,,,90.207.36.46,0,8/22/16 12:30,8/22/16 13:07,0,1,1,,1,3,4,1,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_0kCuJYrJWdz8AqB,Default Response Set,Anonymous,,,77.88.20.120,0,8/22/16 12:59,8/22/16 13:10,0,1,1,,6,3,5,1,,,,,,,1,,1,1,38,39,39,39,39,37,38,39,38,1,1,1,,,1,2,3,4,,,,1,,,1,1,,,,1,15,15,16,16,15,14,16,16,16,15,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1lfN54wrG0mHbem,Default Response Set,Anonymous,,,167.57.72.188,0,8/22/16 13:48,8/22/16 13:53,0,1,1,,2,2,2,1,,,,,,,,,3,1,38,38,39,38,39,38,37,38,38,,,1,,,1,2,3,4,,,,1,1,1,1,,,,,1,15,16,14,15,15,14,14,15,15,16,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1lbD0fRTvGDDSll,Default Response Set,Anonymous,,,80.109.77.2,0,8/22/16 13:53,8/22/16 13:55,0,1,1,,4,2,3,1,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_7PyNf48XeVhM7YZ,Default Response Set,Anonymous,,,97.120.66.205,0,8/22/16 14:22,8/22/16 14:26,0,1,1,,4,2,2,1,,,1,1,,,1,1,5,1,38,39,40,39,38,36,37,38,39,1,1,1,,,1,2,3,4,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3qVH83Shb7D49iz,Default Response Set,Anonymous,,,78.56.48.154,0,8/22/16 14:32,8/22/16 14:36,0,1,1,,2,2,3,1,1,,1,,,,,,2,1,37,37,38,37,39,37,38,37,38,1,1,,,,2,,,,2,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_31ZfsZg6Ph7xHl5,Default Response Set,Anonymous,,,198.16.7.250,0,8/22/16 15:01,8/22/16 15:02,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_PTfKpffPvrW6t6p,Default Response Set,Anonymous,,,191.38.153.160,0,8/22/16 15:11,8/22/16 15:16,0,1,1,,2,2,4,1,,,1,,,,1,1,1,1,39,39,39,39,38,38,38,38,40,1,,,,,2,,,,2,3,4,3,,,,,,,,1,16,16,16,16,16,16,15,15,17,17,1,,,,,,,,,,,,,,,,,,,,,,,-1,
