Gender,Experience,DevType,TeamSize,Roles,ConflictFreq,Q50_4,Q50_5,Q50_6,Q50_7,Q50_8,Q50_9,Q50_10,Q50_11,Q50_16,Q22,Q1,Q40_1,Q40_2,Q40_3,Q48_1,Q48_2,Q48_3,Q26,Q34,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_10,Q36_11,Q27,Q49,Q21,Q41,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q20,Q50_1,Q50_2,Q50_3,Q50_4,Q50_5,Q50_6
NA,6-10 years,Open-Source Projects,51+ developers,"[Software Engineer/Developer, Systems Engineer, Project Manager, System Architect]",A few times a week,Not at all,A moderate amount,A great deal,Not at all,A little,A little,A little,A moderate amount,A lot,[Resolution time],Yes,Trivial,Mostly Trivial,Difficult,,,,No,[],A moderate amount,A great deal,A little,A little,A moderate amount,A little,A moderate amount,A moderate amount,A little,A great deal,Yes,,"Sublime Text (text editor) / gitx (git visualizer) / Chrome (browser, to view code reviews) /",Rarely,Extremely Effective,Moderately effective,Extremely Effective,Slightly effective,Very effective,Very effective,,A moderate amount,Not Useful,Moderately Useful,Very Useful,Essential,Moderately Useful,Not Useful
Male,6-10 years,Closed-Source Projects,2-5 developers,"[Software Engineer/Developer, Project Manager]",A few times a month,A lot,A lot,A moderate amount,A moderate amount,A moderate amount,A little,A little,A little,A little,[Resolution time],Yes,Trivial,Mostly Trivial,Difficult,,,,No,[],A moderate amount,A lot,A little,A little,A moderate amount,A little,A little,A little,A moderate amount,A little,Yes,"A new feature that used a new ruby gem, however that ruby gem was not usable with an older version of rails. So a large amount of effort (upgrading rails) would be required for the backport.","git-gui, vim, and github's PR interface",Rarely,Extremely Effective,Extremely Effective,Extremely Effective,Extremely Effective,Very effective,Extremely Effective,,Completely,Slightly Useful,Slightly Useful,Slightly Useful,Moderately Useful,Slightly Useful,Slightly Useful
Male,26+ years,I split my time evenly,2-5 developers,"[Software Engineer/Developer, Project Maintainer, DevOps]",A few times a month,A moderate amount,A great deal,A great deal,A little,A moderate amount,A little,Not at all,Not at all,A little,[Lines of code],Yes,Trivial,Mostly Trivial,Somewhat Difficult,,,,No,[],A great deal,A moderate amount,A great deal,A moderate amount,A great deal,Not at all,Not at all,Not at all,A little,A moderate amount,Yes,Cannot backport feature X because it depends on Y2. / / Backported version W depends on Y1 and cannot be updated without significant modification. Thus W cannot be packported.,WebStorm has an amazing conflict resolution tool and is able to provide full linting and intellisense of the partially merged file to show impact of the changes. Displays the final and conflicting lines clearly/,Sometimes,Extremely Effective,Very effective,Moderately effective,Moderately effective,Slightly effective,Very effective,,A lot,Very Useful,Essential,Very Useful,Essential,Moderately Useful,Not Useful
Male,11-15 years,Open-Source Projects,1 developer,[Software Engineer/Developer],A few times a month,A moderate amount,A moderate amount,A great deal,A moderate amount,A lot,A little,A moderate amount,A great deal,A great deal,[Lines of code],Sometimes,,,,Trivial,Mostly Trivial,Somewhat Difficult,Yes,[Project size/scale],A little,A great deal,A moderate amount,A lot,A lot,A moderate amount,Not at all,A moderate amount,A little,A lot,,,"Regular text-editor, FileMerge.app",Rarely,Extremely Effective,Moderately effective,Very effective,Moderately effective,Slightly effective,Extremely Effective,,Completely,Very Useful,Very Useful,Moderately Useful,Very Useful,Very Useful,Very Useful
Male,6-10 years,Closed-Source Projects,2-5 developers,"[Software Engineer/Developer, Systems Engineer, Systems Administrator, Project Maintainer, Project Manager, System Architect, DevOps]",Every day,A little,A little,A little,A little,A little,,A little,A little,A lot,[Number of files],Yes,,,,,,,No,[],A moderate amount,A lot,A little,Not at all,A moderate amount,A moderate amount,A little,A moderate amount,A great deal,A little,No,,,Never,Extremely Effective,Very effective,Very effective,Very effective,Very effective,Very effective,,A lot,Slightly Useful,Slightly Useful,Moderately Useful,Moderately Useful,Slightly Useful,Moderately Useful
Male,6-10 years,I split my time evenly,2-5 developers,[Software Engineer/Developer],A few times a week,A lot,A great deal,A great deal,A little,A lot,A little,A little,A lot,A great deal,"[Lines of code, Number of files, Resolution time]",Yes,Mostly Trivial,Difficult,Not Worth Solving,,,,Yes,"[Team awareness issues, Project size/scale]",A moderate amount,A great deal,A little,A moderate amount,A lot,A lot,A lot,A great deal,A little,A lot,,,"diff-so-fancy, atom",Never,Extremely Effective,Moderately effective,Moderately effective,Not effective at all,Slightly effective,Very effective,,A moderate amount,Very Useful,Essential,Very Useful,Slightly Useful,Slightly Useful,Slightly Useful
Male,21-25 years,I split my time evenly,2-5 developers,"[Software Engineer/Developer, Systems Engineer, Project Maintainer, Project Manager, System Architect, DevOps]",A few times a month,Not at all,A little,A moderate amount,Not at all,Not at all,Not at all,Not at all,Not at all,A lot,[Resolution time],No,,,,,,,No,[],A great deal,A great deal,A great deal,A little,A great deal,A great deal,A lot,A lot,Not at all,A great deal,Yes,dep breaking changes,"kalidascope, tower",Never,Extremely Effective,Extremely Effective,Extremely Effective,Extremely Effective,Extremely Effective,Extremely Effective,Not effective at all,Completely,Not Useful,Essential,Essential,Moderately Useful,Essential,Not Useful
Male,6-10 years,Closed-Source Projects,2-5 developers,"[Software Engineer/Developer, Systems Administrator, Project Manager, System Architect]",Once a month,A moderate amount,A moderate amount,A little,A little,A moderate amount,A moderate amount,A little,A little,A little,[Resolution time],Yes,Trivial,Somewhat Difficult,Difficult,,,,No,[],A lot,A lot,A little,A lot,A lot,A great deal,A lot,A moderate amount,A lot,A moderate amount,Yes,,"git / gitk / Total Commander (Search, Compare, View) / Editor (Sublime, NPP)",Never,Extremely Effective,Extremely Effective,Moderately effective,Slightly effective,Moderately effective,Very effective,,A lot,Slightly Useful,Very Useful,Essential,Essential,Very Useful,Moderately Useful
Male,11-15 years,Open-Source Projects,11-50 developers,[Project Maintainer],Every day,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A little,A little,A little,A great deal,[Resolution time],No,,,,,,,No,[],A moderate amount,A lot,A great deal,A little,A lot,A lot,A lot,A moderate amount,A moderate amount,A moderate amount,No,,Jetbrains idea,Rarely,Slightly effective,Very effective,Extremely Effective,Extremely Effective,Extremely Effective,Moderately effective,,A moderate amount,Very Useful,Moderately Useful,Moderately Useful,Slightly Useful,Very Useful,Moderately Useful
Male,26+ years,Closed-Source Projects,2-5 developers,"[Software Engineer/Developer, Project Manager, System Architect]",Once a week,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A little,A moderate amount,A moderate amount,[Lines of code],Yes,Trivial,Mostly Trivial,Difficult,,,,Yes,"[Project size/scale, Project structure issues]",A moderate amount,A moderate amount,A moderate amount,A moderate amount,A lot,A little,A lot,A moderate amount,A little,A moderate amount,Yes,"A feature that I backported depended on an additional gem, but that gem required versions of other gems that conflicted with other gems that depended on the same gems. In other words: / / Existing gem ""A"" depended on gem ""C"" version x / New gem ""B"" depended on gem ""C"" version y","GIT produces a file with both versions of the conflicting merge. I then either determine that one or the other is to be used, or I edit the combined file to reflect both changes. Tower, which is a GUI for GIT, can also show me the two files side-by-side. However, the use of ""ours"" and ""theirs"" is confusing.",Never,Very effective,Very effective,Moderately effective,Moderately effective,Moderately effective,Moderately effective,,A lot,Very Useful,Moderately Useful,Very Useful,Very Useful,Very Useful,Slightly Useful
Male,6-10 years,Closed-Source Projects,2-5 developers,[Software Engineer/Developer],A few times a week,A great deal,A great deal,A moderate amount,A great deal,A lot,A lot,A little,A great deal,A lot,[Resolution time],Yes,Trivial,Somewhat Difficult,Difficult,,,,No,[],A moderate amount,A lot,A little,A little,A little,A little,Not at all,A lot,A little,A lot,,,Git cli,Rarely,Extremely Effective,Moderately effective,Moderately effective,Moderately effective,Moderately effective,Very effective,Moderately effective,A little,Slightly Useful,Moderately Useful,Slightly Useful,Slightly Useful,Slightly Useful,Slightly Useful
Male,11-15 years,Closed-Source Projects,11-50 developers,"[Software Engineer/Developer, Systems Engineer, Systems Administrator, Other, System Architect, DevOps]",A few times a week,A moderate amount,A great deal,A great deal,A moderate amount,A great deal,Not at all,A little,A moderate amount,A great deal,[Lines of code],Yes,Mostly Trivial,Somewhat Difficult,Difficult,,,,No,[],A moderate amount,A great deal,A little,A little,A moderate amount,A little,A lot,A lot,A great deal,A great deal,,,"gitx, git, vim, github",Rarely,Extremely Effective,Extremely Effective,Very effective,Moderately effective,Moderately effective,Extremely Effective,,A moderate amount,Slightly Useful,Slightly Useful,Slightly Useful,Very Useful,Very Useful,Slightly Useful
Male,11-15 years,Open-Source Projects,11-50 developers,"[Software Engineer/Developer, Systems Engineer, Project Maintainer, Project Manager, System Architect, DevOps]",A few times a week,A moderate amount,A little,A lot,A little,A lot,A moderate amount,A moderate amount,A lot,A great deal,"[Number of files, Resolution time]",Sometimes,,,,Mostly Trivial,Somewhat Difficult,Difficult,Maybe,"[Team awareness issues, Project size/scale, Project structure issues]",A great deal,A lot,A great deal,A lot,A lot,A little,A moderate amount,A little,A moderate amount,A great deal,Yes,,"GitHub, git, `git gui blame`, GitUp (http://gitup.co/), P4Merge, text editor.",Never,Extremely Effective,Very effective,Moderately effective,Slightly effective,Moderately effective,Very effective,,A lot,Moderately Useful,Essential,Slightly Useful,Essential,Essential,Not Useful
Male,6-10 years,Closed-Source Projects,11-50 developers,"[Software Engineer/Developer, Systems Engineer, Project Manager, System Architect, DevOps]",Once a week,A little,A lot,A lot,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A great deal,[Lines of code],Yes,Mostly Trivial,Somewhat Difficult,Difficult,,,,No,[],A lot,A lot,A little,A little,A little,A little,Not at all,A lot,A lot,A lot,No,,Text editor,Never,Moderately effective,Moderately effective,Moderately effective,Moderately effective,Moderately effective,Moderately effective,Moderately effective,A little,Slightly Useful,Slightly Useful,Slightly Useful,Slightly Useful,Slightly Useful,Slightly Useful
Male,21-25 years,I split my time evenly,2-5 developers,"[Software Engineer/Developer, Systems Engineer]",A few times a month,A little,A moderate amount,A moderate amount,A little,A little,Not at all,A little,A little,A lot,"[Lines of code, Number of files, Resolution time]",No,,,,,,,Yes,"[Deadlines, Team awareness issues, Project size/scale, Project structure issues]",A lot,A moderate amount,A little,A moderate amount,A moderate amount,A little,Not at all,A little,A moderate amount,A moderate amount,,,vim,Never,Very effective,Moderately effective,Very effective,Slightly effective,Slightly effective,Extremely Effective,,A little,Very Useful,Essential,Very Useful,Not Useful,Slightly Useful,Moderately Useful
Male,11-15 years,I split my time evenly,6-10 developers,"[Software Engineer/Developer, Project Maintainer, System Architect, DevOps]",A few times a week,A lot,A lot,A great deal,A moderate amount,A lot,A little,A little,Not at all,A moderate amount,"[Lines of code, Number of files, Resolution time]",Sometimes,,,,Mostly Trivial,Somewhat Difficult,Difficult,No,[],A great deal,A lot,A moderate amount,A lot,A moderate amount,A little,A lot,A moderate amount,A moderate amount,A great deal,No,,"vim, git for simple / / If too complex I switch to either github, sourcetree",Never,Extremely Effective,Very effective,Moderately effective,Not effective at all,Slightly effective,Moderately effective,,A lot,Very Useful,Very Useful,Moderately Useful,Essential,Essential,Very Useful
Male,16-20 years,I split my time evenly,6-10 developers,[Software Engineer/Developer],Once a month,Not at all,A little,A moderate amount,A little,A little,Not at all,A little,A little,A little,[Resolution time],Sometimes,,,,Mostly Trivial,Somewhat Difficult,Somewhat Difficult,No,[],A little,A little,Not at all,A little,A moderate amount,A little,A moderate amount,A moderate amount,A little,A little,,,"Emacs, Android Studio, shell, git",Rarely,Very effective,Very effective,Moderately effective,Moderately effective,Slightly effective,Very effective,,A lot,Very Useful,Slightly Useful,Moderately Useful,Not Useful,Slightly Useful,Moderately Useful
Male,6-10 years,Closed-Source Projects,1 developer,"[Software Engineer/Developer, Project Maintainer]",A few times a week,A little,A moderate amount,A lot,A little,A moderate amount,A lot,A lot,A moderate amount,A moderate amount,[Resolution time],Yes,Trivial,Mostly Trivial,Somewhat Difficult,,,,Yes,"[Deadlines, Project structure issues, Project rules]",A lot,A lot,A moderate amount,A lot,A little,Not at all,A great deal,A lot,A lot,A moderate amount,No,,I use the plain git merge without any automated tool,Rarely,Slightly effective,Slightly effective,Slightly effective,Moderately effective,Moderately effective,Slightly effective,,A lot,Very Useful,Moderately Useful,Moderately Useful,Slightly Useful,Moderately Useful,Very Useful
,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,6-10 years,Closed-Source Projects,11-50 developers,"[Software Engineer/Developer, System Architect, DevOps]",A few times a month,A little,A little,A moderate amount,A little,A moderate amount,A moderate amount,A little,A little,A moderate amount,"[Lines of code, Resolution time]",Sometimes,,,,Mostly Trivial,Mostly Trivial,Difficult,Maybe,"[Team awareness issues, Project size/scale, Project structure issues]",A lot,A lot,A moderate amount,A great deal,A great deal,A lot,A lot,A great deal,A lot,A lot,,,"Vim diff, tig",Never,Extremely Effective,Very effective,Extremely Effective,Very effective,Very effective,Moderately effective,Extremely Effective,A lot,Very Useful,Very Useful,Very Useful,Moderately Useful,Moderately Useful,Very Useful
Male,1-5 years,Closed-Source Projects,6-10 developers,[Software Engineer/Developer],A few times a month,Not at all,A lot,A great deal,A great deal,A great deal,Not at all,Not at all,A moderate amount,A lot,[Lines of code],Yes,Trivial,Mostly Trivial,Somewhat Difficult,,,,No,[],A great deal,A lot,Not at all,A lot,A little,A little,A little,A great deal,A great deal,A great deal,,,"SourceTree, SublimeText, terminal",Rarely,Very effective,Very effective,Very effective,Moderately effective,Slightly effective,Extremely Effective,,Completely,Essential,Very Useful,Very Useful,Very Useful,Moderately Useful,Moderately Useful
Female,21-25 years,I split my time evenly,6-10 developers,[Project Manager],Every day,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,6-10 years,Closed-Source Projects,2-5 developers,[Software Engineer/Developer],A few times a week,A little,A moderate amount,A lot,A moderate amount,A lot,A little,A great deal,A moderate amount,A lot,[Lines of code],Yes,Mostly Trivial,Somewhat Difficult,Not Worth Solving,,,,Maybe,"[Deadlines, Team awareness issues, Project rules]",A lot,A moderate amount,A little,A little,A lot,A moderate amount,A little,A moderate amount,A moderate amount,A lot,,,Code editor / Diff visualisation tool / Browser / Testing environment,Rarely,Very effective,Moderately effective,Very effective,Slightly effective,Not effective at all,Moderately effective,,A little,Slightly Useful,Very Useful,Very Useful,Very Useful,Moderately Useful,Slightly Useful
,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,1-5 years,Closed-Source Projects,1 developer,[Software Engineer/Developer],Once a month,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,26+ years,Closed-Source Projects,51+ developers,"[Software Engineer/Developer, Systems Engineer, Project Manager, Other, System Architect]",A few times a month,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,16-20 years,I split my time evenly,2-5 developers,"[Software Engineer/Developer, Systems Engineer, Systems Administrator, Project Maintainer, Project Manager, System Architect, DevOps]",A few times a year,A great deal,A lot,A moderate amount,A lot,A great deal,A little,A lot,A lot,A great deal,"[Lines of code, Number of files, Resolution time]",Sometimes,,,,Trivial,Somewhat Difficult,Not Worth Solving,Maybe,"[Team awareness issues, Project structure issues]",A moderate amount,A great deal,A moderate amount,A lot,A lot,A moderate amount,A lot,A great deal,A lot,A lot,Yes,"Some libraries or code syntax demands a higher version of interpreter, and sometimes it cannot be polyfilled. And often times a polyfill will have different behavior -- even ever so slightly -- causing tests to fail in some cases and not others. In that situation, fixing the backport may break the intended use cases.","git, diff, grep, atom/vim, github/gitlab",Sometimes,Very effective,Moderately effective,Moderately effective,Moderately effective,Moderately effective,Extremely Effective,,A moderate amount,Slightly Useful,Very Useful,Essential,Essential,Very Useful,Moderately Useful
Female,11-15 years,Open-Source Projects,2-5 developers,[Project Manager],Once a week,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,1-5 years,I split my time evenly,6-10 developers,"[Software Engineer/Developer, Systems Engineer]",Every day,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,6-10 years,Closed-Source Projects,51+ developers,[Software Engineer/Developer],Every day,A moderate amount,A moderate amount,A moderate amount,A little,A little,A little,A little,A little,A lot,"[Lines of code, Resolution time, Other]",Yes,Mostly Trivial,Somewhat Difficult,Not Worth Solving,,,,Maybe,"[Deadlines, Project size/scale, Project structure issues, Other]",A great deal,A moderate amount,A little,A lot,A moderate amount,A moderate amount,A little,A great deal,A great deal,A great deal,,,"I can't share code version management tool details, but in process we get the files tagged with conflicting blocks, and using notepad++ we can easily decide which code block to keep, and which one to remove, but this is possible only for small conflicts.",Sometimes,Slightly effective,Slightly effective,Slightly effective,Not effective at all,Not effective at all,Not effective at all,Slightly effective,A moderate amount,Slightly Useful,Moderately Useful,Very Useful,Not Useful,Essential,Essential
Male,11-15 years,Closed-Source Projects,11-50 developers,"[Software Engineer/Developer, DevOps]",Once a week,A little,A lot,A lot,A lot,A little,A moderate amount,A great deal,A lot,A great deal,"[Lines of code, Number of files]",Sometimes,,,,Trivial,Mostly Trivial,Difficult,Maybe,"[Deadlines, Team awareness issues, Project size/scale]",A great deal,A great deal,A lot,A moderate amount,A lot,A lot,A great deal,A great deal,A lot,A lot,,,,,,,,,,,,,,,,,,
Male,16-20 years,Closed-Source Projects,2-5 developers,[Project Manager],A few times a month,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,6-10 years,Closed-Source Projects,2-5 developers,"[Software Engineer/Developer, Project Manager]",A few times a week,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,26+ years,Closed-Source Projects,2-5 developers,"[Software Engineer/Developer, Systems Administrator, System Architect, DevOps]",Once a month,A lot,A moderate amount,A great deal,A lot,A lot,A little,A moderate amount,A moderate amount,A moderate amount,[Lines of code],Sometimes,,,,Trivial,Mostly Trivial,Difficult,No,[],A moderate amount,A lot,A lot,A great deal,A moderate amount,A moderate amount,A great deal,A lot,A great deal,A lot,,,text editors / emacs emerge / git,Rarely,Very effective,Very effective,Very effective,Slightly effective,Moderately effective,Very effective,,A moderate amount,Moderately Useful,Very Useful,Moderately Useful,Very Useful,Moderately Useful,Moderately Useful
,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,1-5 years,Open-Source Projects,2-5 developers,"[Software Engineer/Developer, Systems Administrator, DevOps]",Once a week,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,16-20 years,I split my time evenly,2-5 developers,"[Software Engineer/Developer, Systems Engineer, Project Maintainer, System Architect, DevOps]",A few times a week,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,6-10 years,I split my time evenly,2-5 developers,"[Software Engineer/Developer, Project Maintainer]",Every day,A lot,A lot,A great deal,A moderate amount,A moderate amount,A lot,A moderate amount,A lot,A lot,[Resolution time],Yes,Mostly Trivial,Somewhat Difficult,Difficult,,,,No,[],A great deal,A lot,A lot,A moderate amount,A moderate amount,A moderate amount,A great deal,A moderate amount,A little,A great deal,Yes,,"sometimes I rebase one branch onto another and then reset. While rebasing, I look at the patch in .git/rebase/patch",Never,Extremely Effective,Very effective,Very effective,Moderately effective,Moderately effective,Very effective,,A lot,Slightly Useful,Slightly Useful,Slightly Useful,Slightly Useful,Very Useful,Slightly Useful
Male,6-10 years,Closed-Source Projects,2-5 developers,"[Software Engineer/Developer, Systems Engineer, Systems Administrator, Project Maintainer, Project Manager, System Architect, DevOps]",A few times a week,A little,A moderate amount,A moderate amount,A little,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A lot,"[Lines of code, Number of files]",Sometimes,,,,Trivial,Mostly Trivial,Somewhat Difficult,Maybe,"[Deadlines, Team awareness issues, Project size/scale, Project structure issues]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,11-15 years,Open-Source Projects,1 developer,"[Software Engineer/Developer, Systems Engineer, Systems Administrator, System Architect, DevOps]",A few times a month,,A moderate amount,A lot,A moderate amount,A lot,A moderate amount,A lot,A moderate amount,A moderate amount,[Resolution time],Yes,Mostly Trivial,Somewhat Difficult,Difficult,,,,No,[],A lot,A lot,A little,A moderate amount,A little,A little,A lot,A lot,A lot,A lot,,,Mostly just the standard git toolset,Never,Moderately effective,Moderately effective,Slightly effective,Slightly effective,Slightly effective,Slightly effective,,A lot,Not Useful,Moderately Useful,Moderately Useful,Not Useful,Moderately Useful,Not Useful
Male,26+ years,Closed-Source Projects,51+ developers,"[Software Engineer/Developer, Systems Engineer, Other, System Architect, DevOps]",Never,A moderate amount,A lot,A great deal,A moderate amount,A moderate amount,A little,A lot,A moderate amount,A lot,"[Resolution time, Other]",Yes,Mostly Trivial,Somewhat Difficult,Difficult,,,,Maybe,"[Team awareness issues, Project structure issues]",A lot,A great deal,A lot,A lot,A lot,A lot,A lot,A great deal,A lot,A lot,,,,,,,,,,,,,,,,,,
Male,1-5 years,Closed-Source Projects,51+ developers,[Software Engineer/Developer],A few times a week,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,21-25 years,Closed-Source Projects,6-10 developers,"[Software Engineer/Developer, Systems Engineer, Project Maintainer, Project Manager, DevOps]",Once a year or less,A great deal,A little,A lot,A moderate amount,A lot,Not at all,A moderate amount,A little,A moderate amount,[Other],Sometimes,,,,Mostly Trivial,Somewhat Difficult,Difficult,No,[],A lot,A little,A little,A lot,A little,Not at all,A lot,A moderate amount,A moderate amount,A moderate amount,Yes,rolling back is not possible when live data plays into it. If there is a hot back up it works but is tricky. When there is no hot back up it cannot be done.,Jira; ClearQuest/ClearCase,Sometimes,Very effective,Moderately effective,Very effective,Slightly effective,Slightly effective,Very effective,,A moderate amount,Moderately Useful,Moderately Useful,Very Useful,Very Useful,Moderately Useful,Moderately Useful
Male,6-10 years,I split my time evenly,11-50 developers,[DevOps],A few times a week,A moderate amount,A moderate amount,A moderate amount,A little,A moderate amount,A little,A moderate amount,A little,A moderate amount,"[Lines of code, Number of files, Resolution time]",Sometimes,,,,Mostly Trivial,Somewhat Difficult,Difficult,No,[],A great deal,A great deal,A great deal,A lot,A moderate amount,A great deal,A lot,A moderate amount,A moderate amount,A lot,,,git diff,Rarely,Moderately effective,Moderately effective,Moderately effective,Moderately effective,Moderately effective,Slightly effective,,Completely,Moderately Useful,Very Useful,Very Useful,Essential,Essential,Moderately Useful
,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,1-5 years,I split my time evenly,11-50 developers,"[Software Engineer/Developer, Project Maintainer]",A few times a week,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,26+ years,I split my time evenly,51+ developers,"[Software Engineer/Developer, System Architect]",Every day,A moderate amount,A lot,A lot,A lot,A lot,A little,A moderate amount,A lot,A moderate amount,"[Lines of code, Number of files, Resolution time]",Yes,Mostly Trivial,Somewhat Difficult,Difficult,,,,Yes,"[Project size/scale, Project structure issues]",A moderate amount,A moderate amount,A lot,A lot,A moderate amount,A little,A lot,A lot,A lot,A moderate amount,,,,,,,,,,,,,,,,,,
Male,6-10 years,Closed-Source Projects,2-5 developers,[Software Engineer/Developer],Once a week,A moderate amount,A moderate amount,A lot,A moderate amount,A lot,A moderate amount,A little,A moderate amount,A moderate amount,[Resolution time],Yes,Mostly Trivial,Somewhat Difficult,Difficult,,,,Yes,"[Deadlines, Team awareness issues, Project size/scale]",A moderate amount,A lot,A little,A moderate amount,A moderate amount,A little,A little,A moderate amount,A moderate amount,A lot,,,,,,,,,,,,,,,,,,
Male,16-20 years,Closed-Source Projects,6-10 developers,[Software Engineer/Developer],A few times a year,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,16-20 years,Closed-Source Projects,2-5 developers,"[Software Engineer/Developer, Project Maintainer, Project Manager, System Architect, DevOps]",A few times a month,A moderate amount,A lot,A great deal,A lot,A moderate amount,Not at all,A little,A moderate amount,A lot,"[Lines of code, Number of files, Resolution time]",Yes,Mostly Trivial,Somewhat Difficult,Difficult,,,,Maybe,"[Deadlines, Team awareness issues]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,6-10 years,Closed-Source Projects,6-10 developers,"[Software Engineer/Developer, Systems Engineer, Project Maintainer]",A few times a week,A little,A little,A moderate amount,A little,A lot,A little,A moderate amount,A little,A moderate amount,"[Lines of code, Number of files]",Sometimes,,,,Mostly Trivial,Somewhat Difficult,Difficult,No,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,6-10 years,Closed-Source Projects,11-50 developers,"[Software Engineer/Developer, Project Maintainer, System Architect, DevOps]",Every day,A lot,A lot,A lot,A lot,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A great deal,[Lines of code],Sometimes,,,,Mostly Trivial,Somewhat Difficult,Difficult,No,[],A lot,A lot,A lot,A lot,A lot,A lot,A moderate amount,A moderate amount,A great deal,A great deal,Yes,,,,,,,,,,,,,,,,,
Male,6-10 years,Closed-Source Projects,2-5 developers,"[Software Engineer/Developer, Project Manager]",A few times a month,A moderate amount,A little,A little,A little,A little,Not at all,A little,A little,A moderate amount,"[Lines of code, Number of files, Resolution time]",Sometimes,,,,Trivial,Mostly Trivial,Somewhat Difficult,Maybe,"[Team awareness issues, Project size/scale]",A moderate amount,A little,A lot,A moderate amount,A moderate amount,A lot,A moderate amount,A moderate amount,A little,A moderate amount,No,,,,,,,,,,,,,,,,,
Male,6-10 years,I split my time evenly,2-5 developers,"[Software Engineer/Developer, Systems Engineer, Systems Administrator, Project Maintainer, System Architect, DevOps]",A few times a month,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,[],,,,,,,,,,,[],,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,6-10 years,Closed-Source Projects,6-10 developers,"[Software Engineer/Developer, Project Manager, System Architect, DevOps]",A few times a week,A lot,A moderate amount,A great deal,A moderate amount,A lot,A lot,A great deal,A moderate amount,A lot,[Number of files],Sometimes,,,,Trivial,Mostly Trivial,Somewhat Difficult,No,[],A great deal,A lot,A great deal,A great deal,A great deal,A great deal,A lot,A moderate amount,A great deal,A lot,No,,,,,,,,,,,,,,,,,
Male,11-15 years,Closed-Source Projects,2-5 developers,[Software Engineer/Developer],Once a week,A lot,A lot,A great deal,A little,A great deal,Not at all,A great deal,Not at all,A great deal,[Lines of code],Sometimes,,,,Trivial,Mostly Trivial,Somewhat Difficult,No,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,1-5 years,I split my time evenly,2-5 developers,[Software Engineer/Developer],Once a month,A great deal,A moderate amount,A great deal,A moderate amount,A great deal,A moderate amount,A lot,A great deal,A moderate amount,"[Lines of code, Number of files, Resolution time]",Yes,Mostly Trivial,Somewhat Difficult,Somewhat Difficult,,,,No,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
